day,name,Job_Size_Max_Core_Count,Job_Size_Min_Core_Count,Job_Size_Per_Job_Core_Count,Number_of_Jobs_Running,Number_of_Jobs_Started,Number_of_Jobs_Submitted,Wait_Hours_Per_Job,Wall_Hours_Per_Job,Wall_Hours_Total,Wait_Hours_Total
20,Pidgeotto,2,1,1,4,0,0,0.00344183,2.76708,83.4037,0
20,Pidgey,0,0,0,0,0,0,0,0,0,0
20,Pikachu,0,0,0,0,0,0,0.0494209,0,2.24735,0
20,Primeape,0,0,0,0,0,0,0.0105846,0.014139,0,0.915872
20,Psyduck,1,0,0,0,0,0,0,0,0,0
20,Raichu,0,0,0,0,0,0,0,0,0.266937,0
20,Raticate,1,0,0,0,0,0,0.0169577,0.0357034,1.49577,0
20,Rattata,1,0,0,0,0,0,0,0.0589094,0.237485,0
20,Sandshrew,1,1,1,21,21,21,0.0000372725,0.0091968,0.011075,1.73245
20,Sandslash,2,0,0,0,0,0,0.012022,0.0311888,0,0
20,Spearow,0,0,0,0,0,0,0,0.0695186,0,3.48848
20,Squirtle,1,0,0,0,0,0,0,0.0697761,1.51815,0
20,Venomoth,0,0,0,0,0,0,0.00867593,0.0105687,1.9371,2.14744
20,Venonat,0,0,0,0,0,0,0,0.0216074,0,0
20,Venusaur,2,0,0,0,0,0,0.00497161,0,1.53348,0
20,Vileplume,1,0,0,0,0,0,0,0.0326707,0,0
20,Vulpix,1,0,0,0,0,0,0.0329626,0.0580233,4.59115,0
20,Wartortle,1,0,0,0,0,0,0.0139406,0,0,2.30799
20,Weedle,1,1,1,1,1,1,0.157258,0.406597,8.7533,3.63393
20,Wigglytuff,1,1,1,1,0,0,0.0845169,3,12,1.27545
20,Zubat,2,2,2,1,1,1,0.0639101,0.944625,8.87304,0.591471
21,Arbok,3,3,3,1,1,0,4.39493,1.61031,12.0855,12.6158
21,Beedrill,0,0,0,0,0,0,0,0.0315251,0,0
21,Blastoise,1,1,1,1,1,1,0.0753104,0.502725,1.20493,0
21,Bulbasaur,1,0,0,0,0,0,0.0395706,0,7.91861,0
21,Butterfree,2,0,0,0,0,0,0.00125776,0.00630416,0,0
21,Caterpie,0,0,0,0,0,0,0,0,0,4.83721
21,Charizard,1,0,0,0,0,0,0,0.0126642,0,0
21,Charmander,0,0,0,0,0,0,0,0,0,1.11083
21,Charmeleon,0,0,0,0,0,0,0.00662966,0.0207001,0,2.28998
21,Clefable,0,0,0,0,0,0,0.0079879,0,0,0
21,Clefairy,0,0,0,0,0,0,0.0305462,0,0,0
21,Diglett,2,0,0,0,0,0,0,0,0,0
21,Dugtrio,0,0,0,0,0,0,0,0.0768366,2.25054,0.0210827
21,Ekans,1,1,1,2,1,1,0.0342908,2.47038,37.0556,0.002675
21,Fearow,1,1,1,1,0,0,0.0937115,3,3,3.09095
21,Gloom,0,0,0,0,0,0,0.0234856,0.0113596,5.19266,0.293032
21,Golbat,1,1,1,2,2,2,0.00000833375,0.194423,1.56934,8.44518
21,Golduck,2,1,1,2,0,0,0,2.79338,25.1404,2.18854
21,Ivysaur,1,0,0,0,0,0,0,0.0463643,0,0
21,Jigglypuff,2,1,1,1,1,1,0.0805076,0.0902956,0.0845125,0.0014625
21,Kakuna,1,0,0,0,0,0,0.0221546,0.00820724,0,0
21,Mankey,0,0,0,0,0,0,0.0258782,0.0187012,3.5834,0.800574
21,Meowth,2,0,0,0,0,0,0,0,0,0
21,Metapod,1,0,0,0,0,0,0,0.0222436,0.100619,3.10625
21,Nidoking,1,0,0,0,0,0,0.011842,0.0454272,0,0
21,Nidoqueen,2,0,0,0,0,0,0,0,8.46203,0
21,Nidorina,1,0,0,0,0,0,0.00305416,0.0507464,0,7.11065
21,Nidorino,0,0,0,0,0,0,0,0.0690553,6.33927,0
21,Ninetales,3,3,3,1,0,0,0.0129614,2.63567,2.55875,0
21,Oddish,1,1,1,11,3,3,0.244998,2.00862,180.262,5.93259
21,Paras,1,1,1,1,0,0,0,3,3.32812,0
21,Parasect,0,0,0,0,0,0,0,0,2.52787,1.33726
21,Persian,1,1,1,1,1,1,0.039605,0.202146,0.790587,0.198025
21,Pidgeot,2,0,0,0,0,0,0,0.0279238,7.61526,4.40232
21,Pidgeotto,1,1,1,4,0,0,0.0187894,2.72046,73.2665,1.4034
21,Pidgey,0,0,0,0,0,0,0,0,6.57252,3.03019
21,Pikachu,0,0,0,0,0,0,0.0113736,0.0527527,2.47963,4.53992
21,Primeape,1,0,0,0,0,0,0,0,0,0
21,Psyduck,2,0,0,0,0,0,0.0286807,0,0,0
21,Raichu,0,0,0,0,0,0,0.0200854,0,0,0
21,Raticate,0,0,0,0,0,0,0,0.0257252,0,2.11271
21,Rattata,2,0,0,0,0,0,0,0.00707778,0,0
21,Sandshrew,0,0,0,0,0,0,0.0136788,0.0606753,3.05342,4.44226
21,Sandslash,0,0,0,0,0,0,0.0679533,0,0,0
21,Spearow,1,0,0,0,0,0,0,0.00386515,0,0
21,Squirtle,1,0,0,0,0,0,0,0.0303967,0,0
21,Venomoth,0,0,0,0,0,0,0.0471569,0,0,0
21,Venonat,0,0,0,0,0,0,0.0476858,0,0,1.10114
21,Venusaur,0,0,0,0,0,0,0,0.00232707,4.71719,5.74758
21,Vileplume,1,0,0,0,0,0,0,0.00890101,4.11356,6.58016
21,Vulpix,0,0,0,0,0,0,0,0,0,0.194817
21,Wartortle,1,0,0,0,0,0,0.0821325,0,3.60814,1.47048
21,Weedle,1,1,1,1,1,1,0.0930792,1.6607,4.98209,9.0691
21,Wigglytuff,1,1,1,1,0,0,0,3,12,0
21,Zubat,2,1,1,1,1,1,0.773323,0.24126,3.0593,7.39513
22,Arbok,3,3,3,1,1,0,5.06792,2.2382,8.94455,5.02201
22,Beedrill,1,0,0,0,0,0,0.0808582,0,0,4.96098
22,Blastoise,0,0,0,0,0,0,0,0.00934909,0,0
22,Bulbasaur,2,0,0,0,0,0,0.00290291,0,0,0
22,Butterfree,0,0,0,0,0,0,0,0.0428566,0,0
22,Caterpie,1,0,0,0,0,0,0.00899911,0,0,0
22,Charizard,1,0,0,0,0,0,0,0,0,0
22,Charmander,0,0,0,0,0,0,0,0,0.572324,0.759205
22,Charmeleon,2,0,0,0,0,0,0.0443796,0.0526602,0,4.92551
22,Clefable,1,0,0,0,0,0,0,0.0171172,0,4.9378
22,Clefairy,2,1,1,1,1,1,0,0.157088,0.314175,0.164494
22,Diglett,0,0,0,0,0,0,0.055998,0.0276811,0,5.07939
22,Dugtrio,1,0,0,0,0,0,0.0328918,0,0,0
22,Ekans,1,1,1,4,2,2,0.0115964,1.4838,38.5789,0.112788
22,Fearow,1,1,1,1,0,0,0,1.24375,1.20879,0
22,Gloom,1,0,0,0,0,0,0,0,0,0
22,Golbat,2,1,1,1,1,0,1.98295,1.51922,5.19828,1.98295
22,Golduck,3,3,3,1,1,0,6.96281,0.0554125,0.0554125,6.96281
22,Ivysaur,0,0,0,0,0,0,0,0,4.76642,0
22,Jigglypuff,0,0,0,0,0,0,0,0.00291956,6.54943,7.56215
22,Kakuna,0,0,0,0,0,0,0.0646069,0.00276463,0,0
22,Mankey,1,0,0,0,0,0,0,0.0161964,0,3.54895
22,Meowth,0,0,0,0,0,0,0,0,0,1.16442
22,Metapod,0,0,0,0,0,0,0,0,0,3.8687
22,Nidoking,1,0,0,0,0,0,0.00166895,0,0,7.56215
22,Nidoqueen,1,0,0,0,0,0,0,0.0771275,1.72621,0
22,Nidorina,0,0,0,0,0,0,0,0,7.39207,0
22,Nidorino,0,0,0,0,0,0,0,0.00331202,0,2.98522
22,Ninetales,2,0,0,0,0,0,0,0.103809,5.07431,0
22,Oddish,1,1,1,10,3,3,0.378107,2.09291,157.482,7.56215
22,Paras,1,1,1,1,0,0,0,3.01988,3,0
22,Parasect,0,0,0,0,0,0,0,0.0368982,0.983768,0
22,Persian,2,0,0,0,0,0,0.0135442,0,5.04602,2.10193
22,Pidgeot,1,0,0,0,0,0,0,0,0,0.507454
22,Pidgeotto,1,1,1,5,2,2,0.000592709,1.80785,59.6591,1.63677
22,Pidgey,1,0,0,0,0,0,0,0.0101307,1.64327,0
22,Pikachu,0,0,0,0,0,0,0,0,0,1.59351
22,Primeape,1,0,0,0,0,0,0.0420219,0.00430079,0,0
22,Psyduck,1,0,0,0,0,0,0.021692,0,3.34774,0.287663
22,Raichu,0,0,0,0,0,0,0.0374479,0,0,2.96535
22,Raticate,0,0,0,0,0,0,0.0172675,0.0264175,0,1.08987
22,Rattata,0,0,0,0,0,0,0,0.0296681,0,3.69852
22,Sandshrew,1,0,0,0,0,0,0,0,0,0
22,Sandslash,2,0,0,0,0,0,0,0.0511633,0.56053,4.06793
22,Spearow,1,0,0,0,0,0,0,0.0139107,0,0.9928
22,Squirtle,1,0,0,0,0,0,0,0,0,1.75726
22,Venomoth,1,0,0,0,0,0,0,0,0,1.77594
22,Venonat,0,0,0,0,0,0,0,0.00706516,7.87996,0.80565
22,Venusaur,0,0,0,0,0,0,0.0401695,0.0213751,2.38737,4.72209
22,Vileplume,0,0,0,0,0,0,0,0.0210563,0,0
22,Vulpix,1,0,0,0,0,0,0,0.0361312,3.59,3.02901
22,Wartortle,0,0,0,0,0,0,0,0,0,0
22,Weedle,1,1,1,1,0,0,0.0646222,0.139744,0.377912,3.48179
22,Wigglytuff,1,1,1,1,0,0,0.0585859,3.00397,14.7376,0
22,Zubat,2,2,2,1,1,1,0.630922,0.761276,4.49414,3.14719
23,Arbok,3,3,3,2,1,1,0.253543,0.329872,2.24855,1.7748
23,Beedrill,2,0,0,0,0,0,0.0632363,0,0.593648,0
23,Blastoise,1,0,0,0,0,0,0,0,1.66624,1.73934
23,Bulbasaur,2,0,0,0,0,0,0.00137939,0.0294828,0,0
23,Butterfree,0,0,0,0,0,0,0,0.0318874,0,0
23,Caterpie,0,0,0,0,0,0,0.0402697,0,0,0
23,Charizard,0,0,0,0,0,0,0,0.0541744,0,1.7748
23,Charmander,0,0,0,0,0,0,0,0.0119176,0,0
23,Charmeleon,0,0,0,0,0,0,0.0759088,0,0.99943,1.4908
23,Clefable,0,0,0,0,0,0,0.0537362,0.0603343,0,0
23,Clefairy,1,1,1,1,1,1,0.0307891,0.08205,0.08205,1.7748
23,Diglett,1,0,0,0,0,0,0,0,0,0.654651
23,Dugtrio,0,0,0,0,0,0,0,0.00379026,0,1.7748
23,Ekans,1,1,1,4,3,3,0.0571389,1.55374,43.5047,1.7748
23,Fearow,1,1,1,1,1,1,0,0.146717,0.44015,1.75258
23,Gloom,0,0,0,0,0,0,0.0509456,0.0551261,0,1.7748
23,Golbat,2,1,1,17,17,17,0.0000164812,0.0254825,7.56106,1.77702
23,Golduck,3,3,3,1,0,0,0.0253378,3.02221,3.4268,1.7748
23,Ivysaur,0,0,0,0,0,0,0,0.0192328,0,0
23,Jigglypuff,0,0,0,0,0,0,0.0276794,0,1.91469,1.7748
23,Kakuna,1,1,1,1,1,1,0.0294941,0.003825,0.003825,1.7748
23,Mankey,0,0,0,0,0,0,0.0377048,0,1.14145,0
23,Meowth,1,0,0,0,0,0,0.00673903,0.0416872,1.9787,1.7748
23,Metapod,0,0,0,0,0,0,0,0.0230876,0,0
23,Nidoking,1,0,0,0,0,0,0,0.00326431,7.60929,0
23,Nidoqueen,1,0,0,0,0,0,0.0284422,0.0254295,6.02319,0
23,Nidorina,0,0,0,0,0,0,0.056012,0.0854957,0,0
23,Nidorino,1,0,0,0,0,0,0.00554585,0,2.53707,0
23,Ninetales,0,0,0,0,0,0,0.011475,0,0,0
23,Oddish,1,1,1,12,6,6,0.0106674,1.54563,136.495,1.68378
23,Paras,1,1,1,1,0,0,0,3,7.4054,0
23,Parasect,3,1,1,1,1,1,0,0.35365,0.35365,0.495887
23,Persian,1,0,0,0,0,0,0,0,0,1.7748
23,Pidgeot,1,0,0,0,0,0,0.0303108,0.0348497,0.900437,1.7748
23,Pidgeotto,1,1,1,6,3,3,0.0334017,1.1311,46.375,1.77519
23,Pidgey,0,0,0,0,0,0,0.00143559,0.0193878,0,0.4351
23,Pikachu,0,0,0,0,0,0,0,0.0178913,4.49308,0
23,Primeape,0,0,0,0,0,0,0.088335,0,0,1.55552
23,Psyduck,0,0,0,0,0,0,0.0622651,0.00833891,0,1.774
23,Raichu,2,0,0,0,0,0,0,0.0317104,0,0
23,Raticate,0,0,0,0,0,0,0,0,0,0
23,Rattata,0,0,0,0,0,0,0,0.0308412,5.0697,0
23,Sandshrew,1,1,1,3,3,3,0.0606587,0.0514706,0.875,1.77513
23,Sandslash,0,0,0,0,0,0,0.0427582,0,0,0.395979
23,Spearow,0,0,0,0,0,0,0,0.00877168,6.65492,1.7748
23,Squirtle,3,0,0,0,0,0,0,0.00695167,0,0
23,Venomoth,0,0,0,0,0,0,0.00633999,0,0,1.7748
23,Venonat,0,0,0,0,0,0,0.0587175,0,0,1.7748
23,Venusaur,1,1,1,2,2,2,0.0128992,0.0156293,0.00715,0.0001375
23,Vileplume,1,0,0,0,0,0,0,0.0766598,2.15646,0.0421727
23,Vulpix,1,0,0,0,0,0,0,0.0404288,0,0
23,Wartortle,2,0,0,0,0,0,0,0,2.42118,0
23,Weedle,1,1,1,1,1,1,0.10298,0.355543,3.43597,1.77488
23,Wigglytuff,1,1,1,1,0,0,0,3,12,0
23,Zubat,2,2,2,1,1,1,0.0180173,0.711364,12.7894,0.0000375
24,Arbok,3,3,3,1,0,0,0.0000348562,3.00976,3,0
24,Beedrill,1,0,0,0,0,0,0.0000348562,0.0551092,0,0.0018125
24,Blastoise,0,0,0,0,0,0,0,0,0,0.0018125
24,Bulbasaur,0,0,0,0,0,0,0,0.114575,0,0
24,Butterfree,0,0,0,0,0,0,0.0000348562,0.00436124,0,0
24,Caterpie,0,0,0,0,0,0,0,0,0,0
24,Charizard,1,0,0,0,0,0,0.0000348562,0.0108257,0.0556262,0
24,Charmander,1,0,0,0,0,0,0.0000348562,0,7.2072,0.0018125
24,Charmeleon,0,0,0,0,0,0,0,0.0115251,7.55178,0
24,Clefable,0,0,0,0,0,0,0.0000348562,0,0,0.0018125
24,Clefairy,0,0,0,0,0,0,0.0000348562,0,0,0
24,Diglett,1,0,0,0,0,0,0.0000348562,0.0606078,0,0
24,Dugtrio,0,0,0,0,0,0,0.0000348562,0.044295,0,0
24,Ekans,2,1,1,3,0,0,0,2.88136,54.7458,0.0018125
24,Fearow,1,0,0,0,0,0,0,0.0280404,0,0
24,Gloom,0,0,0,0,0,0,0,0,0,0.0018125
24,Golbat,3,2,2,1,0,0,0.0000348562,3,3,0.0018125
24,Golduck,3,3,3,1,0,0,0.0000348562,3,3,0
24,Ivysaur,2,0,0,0,0,0,0,0.010932,0,0
24,Jigglypuff,0,0,0,0,0,0,0.0000348562,0,0,0
24,Kakuna,1,0,0,0,0,0,0.0000348562,0,0,0.0018125
24,Mankey,1,0,0,0,0,0,0.0000348562,0,4.22507,0
24,Meowth,0,0,0,0,0,0,0.0000348562,0.0466094,0,0
24,Metapod,0,0,0,0,0,0,0,0.0354797,0,0.0018125
24,Nidoking,0,0,0,0,0,0,0.0000348562,0.0197396,0,0
24,Nidoqueen,1,0,0,0,0,0,0,0,3.1966,0
24,Nidorina,0,0,0,0,0,0,0.0000348562,0.0203192,0,0
24,Nidorino,1,0,0,0,0,0,0,0.0360523,0,0.0018125
24,Ninetales,1,0,0,0,0,0,0.0000348562,0,4.81314,0.0018125
24,Oddish,1,1,1,15,7,7,0.0000348562,1.57903,176.285,0.003625
24,Paras,1,1,1,1,0,0,0.0000348562,3.00259,3,0
24,Parasect,0,0,0,0,0,0,0.0000348562,0.0284106,0.37338,0
24,Persian,0,0,0,0,0,0,0,0,0,0.0018125
24,Pidgeot,0,0,0,0,0,0,0,0,0,0
24,Pidgeotto,1,1,1,2,0,0,0,2.67457,34.5459,0.0018125
24,Pidgey,2,0,0,0,0,0,0,0,6.48699,0.0018125
24,Pikachu,1,0,0,0,0,0,0.0000348562,0.0042442,0,0
24,Primeape,0,0,0,0,0,0,0,0.00722471,0,0
24,Psyduck,1,0,0,0,0,0,0,0,0,0.001812
24,Raichu,0,0,0,0,0,0,0.0000348562,0,4.14964,0.0018125
24,Raticate,0,0,0,0,0,0,0.0000348562,0.00279547,3.39759,0
24,Rattata,0,0,0,0,0,0,0.0000348562,0,0,0.0018125
24,Sandshrew,1,0,0,0,0,0,0,0.0604165,0,0.0018125
24,Sandslash,0,0,0,0,0,0,0.0000348562,0,1.16564,0
24,Spearow,0,0,0,0,0,0,0,0.0292766,0,0.0018125
24,Squirtle,0,0,0,0,0,0,0.0000348562,0.0308802,2.71379,0
24,Venomoth,0,0,0,0,0,0,0.0000348562,0,0,0
24,Venonat,0,0,0,0,0,0,0.0000348562,0,7.32512,0
24,Venusaur,1,0,0,0,0,0,0,0,6.03193,0
24,Vileplume,0,0,0,0,0,0,0,0.110529,1.47705,0
24,Vulpix,0,0,0,0,0,0,0.0000348562,0,0,0.0018125
24,Wartortle,2,0,0,0,0,0,0,0,0,0.0018125
24,Weedle,1,1,1,1,0,0,0.0000348562,1.6642,3.3284,0.0018125
24,Wigglytuff,1,1,1,1,0,0,0.0000348562,3,12,0.0018125
24,Zubat,0,0,0,0,0,0,0.0000348562,0,2.32692,0
25,Arbok,3,3,3,1,0,0,0.000422767,3,3,0
25,Beedrill,1,0,0,0,0,0,0.0101936,0,5.57221,0
25,Blastoise,1,0,0,0,0,0,0,0.0159432,1.67035,0
25,Bulbasaur,0,0,0,0,0,0,0,0.0267592,0,0
25,Butterfree,1,0,0,0,0,0,0.0063452,0,0,1.04832
25,Caterpie,0,0,0,0,0,0,0,0,1.96321,1.3701
25,Charizard,0,0,0,0,0,0,0.0711065,0,3.07917,0
25,Charmander,0,0,0,0,0,0,0.0355163,0,3.71699,2.008
25,Charmeleon,0,0,0,0,0,0,0,0,0.642694,0
25,Clefable,0,0,0,0,0,0,0.0190342,0,0,0
25,Clefairy,2,0,0,0,0,0,0.0540967,0,7.74199,3.19195
25,Diglett,0,0,0,0,0,0,0.00488968,0,0,3.19195
25,Dugtrio,1,0,0,0,0,0,0,0,6.5511,2.21891
25,Ekans,1,1,1,2,0,0,0.00181584,2.96547,41.5166,1.08349
25,Fearow,0,0,0,0,0,0,0,0.0164568,0,1.88537
25,Gloom,1,0,0,0,0,0,0.00235666,0.0372996,2.70117,0
25,Golbat,3,2,2,1,0,0,0.0576926,3,3,3.19195
25,Golduck,3,3,3,1,0,0,0,3.04049,6.31047,0
25,Ivysaur,1,0,0,0,0,0,0.05557,0,0.394344,0.548505
25,Jigglypuff,0,0,0,0,0,0,0.0105178,0.021935,3.29165,3.19195
25,Kakuna,0,0,0,0,0,0,0,0,0,0
25,Mankey,1,0,0,0,0,0,0,0.00365325,8.27401,0
25,Meowth,2,0,0,0,0,0,0,0,0,2.59444
25,Metapod,1,0,0,0,0,0,0.0215917,0.00801396,0,0
25,Nidoking,1,0,0,0,0,0,0.0432821,0,0.125496,0
25,Nidoqueen,0,0,0,0,0,0,0.0204803,0,0,0
25,Nidorina,0,0,0,0,0,0,0.0479998,0.0565441,0,0
25,Nidorino,0,0,0,0,0,0,0,0,3.02396,0
25,Ninetales,1,0,0,0,0,0,0,0.0513757,0,2.13281
25,Oddish,1,1,1,10,1,0,1.06398,2.68732,214.566,6.3839
25,Paras,2,1,1,1,0,0,0.0173284,3.04603,3,0.451587
25,Parasect,0,0,0,0,0,0,0,0.0356916,1.59533,3.19195
25,Persian,0,0,0,0,0,0,0,0,0.558802,2.54369
25,Pidgeot,0,0,0,0,0,0,0.00580536,0.020798,0,0.954145
25,Pidgeotto,1,1,1,2,0,0,0,2.39591,29.7189,3.19195
25,Pidgey,1,0,0,0,0,0,0.0268042,0.0031562,4.05123,0
25,Pikachu,0,0,0,0,0,0,0,0,1.62162,0
25,Primeape,1,0,0,0,0,0,0,0.0945797,0,2.15908
25,Psyduck,0,0,0,0,0,0,0,0,0,3.03272
25,Raichu,2,0,0,0,0,0,0.0393774,0,0,0
25,Raticate,3,0,0,0,0,0,0,0,4.32618,0
25,Rattata,1,0,0,0,0,0,0,0,8.44767,0
25,Sandshrew,0,0,0,0,0,0,0,0.0275208,0,2.9321
25,Sandslash,0,0,0,0,0,0,0.0104861,0.000862176,0,0.707933
25,Spearow,1,0,0,0,0,0,0,0,0.978116,0
25,Squirtle,0,0,0,0,0,0,0,0.00376782,0,0
25,Venomoth,2,0,0,0,0,0,0,0.0382918,0,0
25,Venonat,1,0,0,0,0,0,0.00058829,0.0660695,4.15418,0.916833
25,Venusaur,0,0,0,0,0,0,0.0113625,0,0,3.19195
25,Vileplume,0,0,0,0,0,0,0.0172574,0.0100499,4.62956,0
25,Vulpix,0,0,0,0,0,0,0,0.0402639,0,0
25,Wartortle,1,1,1,1,1,1,0.195416,0.321016,2.24711,1.65147
25,Weedle,1,1,1,1,1,1,0.285847,1.22886,10.0402,5.47872
25,Wigglytuff,1,1,1,1,0,0,0.0376328,3,21.6418,0
25,Zubat,2,2,2,1,1,1,1.4752,0.145871,0.63545,2.92607
26,Arbok,3,3,3,1,0,0,0.0275222,3,3,0
26,Beedrill,0,0,0,0,0,0,0,0,0,0
26,Blastoise,1,1,1,1,1,1,0,0.502268,1.41511,4.86085
26,Bulbasaur,2,0,0,0,0,0,0,0.0479123,7.2206,0
26,Butterfree,1,0,0,0,0,0,0.00217135,0.037248,2.12618,3.99354
26,Caterpie,0,0,0,0,0,0,0,0,0,0
26,Charizard,0,0,0,0,0,0,0,0,0.808254,0
26,Charmander,0,0,0,0,0,0,0,0,3.89574,0.22758
26,Charmeleon,2,0,0,0,0,0,0.0120027,0.00312115,1.52439,4.37671
26,Clefable,1,1,1,1,1,1,0.000025,0.431171,1.29351,4.03063
26,Clefairy,1,1,1,1,1,1,0.0462938,0.186037,6.5479,4.86085
26,Diglett,0,0,0,0,0,0,0.0462938,0,0,0
26,Dugtrio,1,1,1,1,1,1,0.0130542,0.00147083,0.0044125,0.599879
26,Ekans,2,1,1,4,2,2,0.0540084,2.07041,53.5007,1.35354
26,Fearow,1,1,1,1,1,1,0.0249582,1.07049,4.97588,0.512052
26,Gloom,2,0,0,0,0,0,0.0462938,0.0177537,0,0
26,Golbat,2,1,1,13,13,13,0.00232719,0.0455939,5.60682,0.225737
26,Golduck,3,1,1,2,2,2,0.0000236113,1.06136,13.0078,0.35816
26,Ivysaur,0,0,0,0,0,0,0.0163798,0,0,4.86085
26,Jigglypuff,1,0,0,0,0,0,0,0,0.134586,0
26,Kakuna,2,0,0,0,0,0,0.0189878,0.0914898,0,0.483739
26,Mankey,0,0,0,0,0,0,0.0462938,0,1.35642,4.19752
26,Meowth,1,0,0,0,0,0,0,0.0461212,3.49701,4.86085
26,Metapod,2,0,0,0,0,0,0.0462938,0,6.37013,2.23235
26,Nidoking,1,0,0,0,0,0,0,0.0525209,0.860908,4.86085
26,Nidoqueen,0,0,0,0,0,0,0,0.0588513,0.392393,4.86085
26,Nidorina,1,0,0,0,0,0,0,0.0235193,0,0
26,Nidorino,0,0,0,0,0,0,0.0174584,0,5.74187,0
26,Ninetales,2,0,0,0,0,0,0.0346682,0.092494,1.82412,4.86085
26,Oddish,1,1,1,20,14,14,0.0925876,0.890839,140.753,4.86085
26,Paras,1,1,1,1,0,0,0.0119715,3,3,0.469856
26,Parasect,0,0,0,0,0,0,0,0.0125795,4.99205,4.05562
26,Persian,1,0,0,0,0,0,0.0309343,0.0180378,4.47225,4.86085
26,Pidgeot,1,0,0,0,0,0,0,0.0125118,1.08311,0
26,Pidgeotto,1,1,1,1,0,0,0.00564025,2.57482,18.0237,1.00155
26,Pidgey,0,0,0,0,0,0,0.0155146,0,0,0
26,Pikachu,0,0,0,0,0,0,0,0,0,0
26,Primeape,1,0,0,0,0,0,0.0462938,0,3.80394,0
26,Psyduck,0,0,0,0,0,0,0,0.0190621,0,0
26,Raichu,2,0,0,0,0,0,0,0,5.78592,0
26,Raticate,1,0,0,0,0,0,0.00199446,0,11.8671,0.27482
26,Rattata,1,0,0,0,0,0,0.0462938,0,0,0
26,Sandshrew,1,0,0,0,0,0,0,0.00886897,4.91457,4.11472
26,Sandslash,1,0,0,0,0,0,0.0345094,0.0213537,0,4.17228
26,Spearow,2,0,0,0,0,0,0.0147594,0.00954459,5.22919,0
26,Squirtle,2,0,0,0,0,0,0.0127117,0.0531928,0,2.97632
26,Venomoth,1,0,0,0,0,0,0,0,4.51102,2.50378
26,Venonat,3,0,0,0,0,0,0.00616834,0,1.98007,4.86085
26,Venusaur,0,0,0,0,0,0,0.00524594,0.0264134,0,4.86085
26,Vileplume,0,0,0,0,0,0,0.00719181,0,7.59387,1.59839
26,Vulpix,0,0,0,0,0,0,0.0307345,0.0550278,0,0
26,Wartortle,1,1,1,2,2,2,0.0230361,0.393362,3.28844,0.66315
26,Weedle,1,1,1,2,1,1,0.0000375,0.950344,18.803,0.0001125
26,Wigglytuff,1,1,1,1,0,0,0.0462938,3.01234,15.3083,1.41122
26,Zubat,2,2,2,1,1,1,0.0447812,0.957529,5.74517,0.179125
27,Arbok,4,2,2,1,1,1,1.56041,1.51199,5.09754,1.56041
27,Beedrill,1,0,0,0,0,0,0,0,0,0
27,Blastoise,2,1,1,1,1,1,0,0.795331,1.59066,0
27,Bulbasaur,1,0,0,0,0,0,0.0176938,0.0516186,0,2.14107
27,Butterfree,1,0,0,0,0,0,0,0,0,0
27,Caterpie,1,0,0,0,0,0,0,0,2.65146,0
27,Charizard,0,0,0,0,0,0,0.0261797,0,3.32263,0
27,Charmander,0,0,0,0,0,0,0.033905,0.0418008,5.61549,0
27,Charmeleon,0,0,0,0,0,0,0,0,0,0
27,Clefable,1,1,1,1,0,0,0.0208652,3.0749,5.24717,7.53583
27,Clefairy,1,1,1,1,1,1,0,0.653726,3.74743,0
27,Diglett,1,0,0,0,0,0,0,0,3.47351,0
27,Dugtrio,2,1,1,1,1,1,0.384876,0.0360073,2.97704,0.7559
27,Ekans,1,1,1,4,1,1,0.0618925,2.95812,78.1827,1.50368
27,Fearow,2,1,1,1,1,1,0,1.07472,1.44603,0
27,Gloom,0,0,0,0,0,0,0.0773792,0,0,6.29198
27,Golbat,2,1,1,2,1,1,0.0000125,0.676639,6.08975,0.000075
27,Golduck,3,1,1,3,2,2,0.0000541662,2.11634,42.5935,2.2403
27,Ivysaur,0,0,0,0,0,0,0,0.017138,0,0
27,Jigglypuff,1,0,0,0,0,0,0.050096,0.00244517,0,7.92256
27,Kakuna,0,0,0,0,0,0,0.0152108,0.00588456,0,0
27,Mankey,0,0,0,0,0,0,0,0,0,0
27,Meowth,2,0,0,0,0,0,0.0524075,0.0162002,0.322174,0
27,Metapod,1,0,0,0,0,0,0,0,6.12382,0
27,Nidoking,0,0,0,0,0,0,0,0.00543621,4.87088,0
27,Nidoqueen,1,0,0,0,0,0,0.017661,0,0,0
27,Nidorina,0,0,0,0,0,0,0,0,0.59075,0
27,Nidorino,2,0,0,0,0,0,0,0.00543975,1.42908,0
27,Ninetales,1,0,0,0,0,0,0,0,0,2.14724
27,Oddish,1,1,1,8,0,0,0.00628517,2.83143,172.334,5.10094
27,Paras,1,1,1,1,0,0,0.0429011,3.07364,3,2.4196
27,Parasect,1,0,0,0,0,0,0.0690697,0.0111414,0,3.79687
27,Persian,1,0,0,0,0,0,0,0,2.31747,0.930806
27,Pidgeot,2,0,0,0,0,0,0,0,2.6366,0
27,Pidgeotto,1,1,1,3,2,2,0.808307,1.42707,31.5498,13.7129
27,Pidgey,1,0,0,0,0,0,0,0.065288,0,0
27,Pikachu,1,0,0,0,0,0,0.0141515,0,0.100382,0
27,Primeape,0,0,0,0,0,0,0.0187362,0.066753,5.43153,0.379515
27,Psyduck,1,0,0,0,0,0,0,0.0440294,0,0
